mass,omega,tperi,tconj,tzero_tr,k,temp_calculated,temp_measured,geometric_albedo,log_g,mag_v,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_age,star_teff,label
5.704875040648298,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,550.0,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,702.5232985463364,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
12.5,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1200.0,0.23686666666666667,4.255022727272728,12.5,12.637279821244407,12.248203308063367,12.450652821670394,63.0,-0.00495989217065165,0.6,1.5470458352403795,0.12,5344.3584151687855,non-habitable
13.3,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1800.0,0.23686666666666667,4.255022727272728,9.0,12.637279821244407,12.248203308063367,12.450652821670394,24.75,-0.00495989217065165,0.4,1.5470458352403795,0.027,5344.3584151687855,non-habitable
25.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,15.4,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
16.4,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,39.02,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
28.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1527.0,1588.525,0.23686666666666667,4.66,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,9.1203,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
4.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1450.0,0.23686666666666667,4.255022727272728,15.7,12.637279821244407,12.248203308063367,12.450652821670394,128.1,0.01,0.0165,0.84,0.0025,3100.0,non-habitable
50.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,143.2,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
5.704875040648298,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,49.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
5.704875040648298,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,49.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
66.95,256.0,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,31.81,-0.00495989217065165,0.81,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
60.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,52.4,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
5.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,52.4,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
40.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,36.6,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
39.3,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,36.6,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
20.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,2400.0,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,117.76,-0.00495989217065165,0.06,1.5470458352403795,0.0075,2900.0,non-habitable
33.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1725.0,1588.525,0.23686666666666667,4.73,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,31.6163,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
10.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1264.0,1588.525,0.23686666666666667,4.12,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,26.7,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
24.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1343.0,1588.525,0.23686666666666667,4.6,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,11.6,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
30.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,34.7133,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
15.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,34.7133,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
24.5,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,10.084,9.47,12.450652821670394,36.0,-0.00495989217065165,0.4,1.5470458352403795,0.12,3530.0,non-habitable
17.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1664.0,1588.525,0.23686666666666667,4.26,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,66.2,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
11.6,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,48.9,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
48.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,48.9,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
44.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,48.9,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
18.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1359.0,1588.525,0.23686666666666667,4.37,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,41.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
17.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1650.0,1588.525,0.23686666666666667,4.26,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,81.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
43.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,880.0,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,9.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
67.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1840.0,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,36.4421,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
51.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1521.0,1588.525,0.23686666666666667,5.05,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,27.7,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
8.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1152.0,1588.525,0.23686666666666667,4.06,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,38.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
26.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1065.0,1588.525,0.23686666666666667,4.74,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,17.6,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
12.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1124.0,1588.525,0.23686666666666667,4.28,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,16.1,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
3.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,596.0,1588.525,0.23686666666666667,3.57,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,9.34,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
13.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1253.0,1588.525,0.23686666666666667,4.12,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,25.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
15.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1463.0,1588.525,0.23686666666666667,4.22,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,702.5232985463364,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
42.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,10.56,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
50.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,168.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
30.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,168.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
3.7,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,14.62,702.5232985463364,-0.00495989217065165,0.9436990680315677,1.5470458352403795,0.01,5344.3584151687855,non-habitable
10.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,14.0,12.637279821244407,12.248203308063367,12.450652821670394,101.15,-0.00495989217065165,0.9436990680315677,1.5470458352403795,0.005,5344.3584151687855,non-habitable
49.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1330.0,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,19.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
40.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,75.0,-0.00495989217065165,0.04,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
40.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,75.0,-0.00495989217065165,0.04,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
30.1,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,15.9,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
28.2,178.0,2456024.0,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.9,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,15.9,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
24.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1653.0,1588.525,0.23686666666666667,4.41,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,64.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
43.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,11.8,12.637279821244407,12.248203308063367,12.450652821670394,44.76,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
18.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1244.0,1588.525,0.23686666666666667,4.45,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,20.2,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
26.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1471.0,1588.525,0.23686666666666667,4.63,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,19.8,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
16.02,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,14.606,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
13.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1301.0,1588.525,0.23686666666666667,4.14,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,17.6316,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
7.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1192.0,1588.525,0.23686666666666667,3.95,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,16.9,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
33.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1539.0,1588.525,0.23686666666666667,4.76,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,31.1,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
8.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1076.0,1588.525,0.23686666666666667,4.03,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,34.4,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
32.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1684.0,1588.525,0.23686666666666667,4.72,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,29.5966,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
30.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,41.5,-0.00495989217065165,0.9436990680315677,1.5470458352403795,0.15,5344.3584151687855,non-habitable
18.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1740.0,1588.525,0.23686666666666667,4.27,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,43.0283,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
34.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1755.0,1588.525,0.23686666666666667,4.74,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,40.5,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
10.0,168.62289857890806,2124186.388593534,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,10.58940759606792,12.637279821244407,12.248203308063367,12.450652821670394,50.0,-0.00495989217065165,0.9436990680315677,1.5470458352403795,4.253231340643785,5344.3584151687855,non-habitable
5.704875040648298,275.18,2453806.7,2452828.898254946,2466683.954520305,216.17,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.6,12.637279821244407,12.248203308063367,12.450652821670394,243.3,0.06,2.94,39.38,0.43,4319.0,non-habitable
5.704875040648298,168.62289857890806,2124186.388593534,2452828.898254946,2455490.2,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,6.11,12.637279821244407,12.248203308063367,12.450652821670394,702.5232985463364,0.07,1.18,1.45,1.9,6557.0,habitable
5.704875040648298,23.81,2452987.3936,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.79,12.637279821244407,12.248203308063367,12.450652821670394,78.5,-0.25,1.234,1.5470458352403795,4.604,4415.0,non-habitable
5.704875040648298,135.6,2453560.34,2452828.898254946,2466683.954520305,158.74,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.12,12.637279821244407,12.248203308063367,12.450652821670394,200.4,-0.21,2.19,45.12,1.05,4215.0,non-habitable
5.704875040648298,334.0,2451917.0,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.1,12.637279821244407,12.248203308063367,12.450652821670394,13.97,0.0,1.03,1.24,7.4,5892.0,non-habitable
5.704875040648298,295.0,2456441.0,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.1,12.637279821244407,12.248203308063367,12.450652821670394,13.97,0.0,1.03,1.24,7.4,5892.0,non-habitable
5.704875040648298,110.0,2451736.0,2452828.898254946,2466683.954520305,254.7232211193475,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.1,12.637279821244407,12.248203308063367,12.450652821670394,13.97,0.0,1.03,1.24,7.4,5892.0,non-habitable
2.6,84.0,2452014.79,2452828.898254946,2466683.954520305,254.7232211193475,700.0,1588.525,0.23686666666666667,3.5,5.223,12.637279821244407,12.248203308063367,12.450652821670394,29.4,-0.027,1.75,1.5470458352403795,0.02,5344.3584151687855,non-habitable
0.47,54.1,2450404.4,2452828.898254946,2466683.954520305,55.65,1006.8638212094653,1588.525,0.5,4.255022727272728,5.49,12.637279821244407,12.248203308063367,12.450652821670394,14.7,0.2,1.11,1.266,4.0,5793.0,non-habitable
0.84,110.0,2453035.0,2452828.898254946,2466683.954520305,71.47,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.95,12.637279821244407,12.248203308063367,12.450652821670394,12.34,0.31,1.015,0.98,10.2,5196.0,non-habitable
5.704875040648298,356.0,2453983.0,2452828.898254946,2466683.954520305,10.48,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.95,12.637279821244407,12.248203308063367,12.450652821670394,12.34,0.31,1.015,0.98,10.2,5196.0,non-habitable
5.704875040648298,254.0,2453490.0,2452828.898254946,2466683.954520305,45.2,1006.8638212094653,1588.525,0.23686666666666667,4.255022727272728,5.95,12.637279821244407,12.248203308063367,12.450652821670394,12.34,0.31,1.015,0.98,10.2,5196.0,non-habitable
